"NOM";"CP";"LATTI";"LONGI";"Site";"SOUS_TYPE";"COMMUNE"
"Les rencontres festives de l épicycle";"84000";43.93524483;4.84071573;"WWW.CRREASUD.COM";"Musique";"AVIGNON"
"Les Rencontres du Réel";"24150";44.83912046;0.80058025;"https://www.facebook.com/LoeiLucideASSO";"Cinéma";"BADEFOLS-SUR-DORDOGNE"
"Rencontres chorégraphiques internationales de Seine-Saint-Denis";"93170";48.86908363;2.42274097;"www.rencontreschoregraphiques.com";"Spectacle vivant";"BAGNOLET"
"En Nord Beat";"80490";50.72742528;2.73799121;"https://www.ennordbeat.fr/";"Musique";"BAILLEUL"
"Les musicales de Bandol";"83150";43.14735445;5.74789358;"www.musicales-de-bandol.org";"Musique";"BANDOL"
"Plage musicale en Bangor";"56360";47.31301411;-3.19200466;"www.belleilemusique.com";"Musique";"BANGOR"
"Fête du printemps";"55000";48.76422805;5.16346492;"www.asso-bereal.fr";"Spectacle vivant";"BAR-LE-DUC"
"Cri de femmes";"97100";16.00046457;-61.7281033;"http://www.cridefemme.com/search/label/Guadeloupe?updated-max=2014-05-03T14:53:00-04:00&max-results=20&start=10&by-date=false";"Pluridisciplinaire";"BASSE-TERRE"
"Weekend du carnet de voyage";"76280";45.33652799;5.04348563;"http://weekendcarnetdevoyage.com";"Pluridisciplinaire";"BEAUREPAIRE"
"Ciné rural";"60000";49.43655233;2.08616124;"www.cinerural60.com";"Cinéma";"BEAUVAIS"
"Les Phonies Bergères";"64490";43.00562147;-0.58816507;"http://www.festival-phoniesbergeres.fr";"Spectacle vivant";"BEDOUS"
"Bretelle(s) Festival";"12310";44.39519975;2.78341531;"https://bretellesfestival.com/";"Musique";"BERTHOLENE"
"Atmosphères";"92400";48.89845048;2.25570587;"non renseigne";"Cinéma";"COURBEVOIE"
"Festival de Besançon/Montfaucon";"25660";47.25538722;6.01948696;"festivaldemontfaucon.com";"Musique";"BESANÇON"
"L Art contre l adversité";"32420";43.44510216;0.68325684;"https://www.musicalesdescoteaux.fr/";"Musique";"BETCAVE-AGUIN"
"Colorama Street Art festival";"64200";43.46958472;-1.55309858;"https://www.coloramafestival.fr/";"Arts visuels";"BIARRITZ"
"Beaujolais en scène et en musique";"69460";46.03469714;4.63561701;"http://www.bsmfestival.com/";"Spectacle vivant";"BLACE"
"Pas sage";"33390";45.12789976;-0.66970709;"http://www.chantierstheatre.com/";"Spectacle vivant";"BLAYE"
"Divers Sons";"22170";48.46790091;-2.98514568;"non renseigne";"Musique";"BOQUEHO"
"Intramurock";"62200";50.72713327;1.60756335;"www.intramurock.com";"Musique";"BOULOGNE-SUR-MER"
"Académie festival des Arcs";"73700";45.66479805;6.76637904;"https://festivaldesarcs.com/";"Musique";"BOURG-SAINT-MAURICE"
"Deus ta!";"29200";48.40049978;-4.50279079;"www.deusta.bzh";"Musique";"BREST"
"Festival Eclat(s) de rue";"14000";49.18479367;-0.36980171;"https://caen.fr/eclatsderue";"Spectacle vivant";"CAEN"
"Little Festival";"40130";43.63232555;-1.42907244;"http://www.little-festival.fr/";"Musique";"CAPBRETON"
"Etik arts";"11700";43.18361022;2.55383505;"http://musicalsol.fr/nos-concerts/etikarts-2/";"Musique";"CAPENDU"
"L Epopee hip hop";"11000";43.20937984;2.34398855;"http://www.11bouge.com/wordpress/fest-lepopee-hip-hop";"Musique";"CARCASSONNE"
"Moments Musicaux de la Baie du Mont St Michel";"50740";48.7490376;-1.55955935;"moments-musicaux.fr";"Musique";"CAROLLES"
"Festival des cultures et musiques juives de carpentras";"84200";44.05938026;5.06134845;"http://cultures-musiques-juives-carpentras.com/";"Musique";"CARPENTRAS"
"Festival de l humour";"13620";43.3427663;5.15373766;"www.mairie-carrylerouet.fr/";"Spectacle vivant";"CARRY-LE-ROUET"
"La Vadrouille des Vaches folks";"29150";48.14909807;-4.11928422;"non renseigne";"Musique";"CAST"
"Festival Mère Deny s";"31320";43.51361667;1.50383757;"www.meredenysfamily.com";"Spectacle vivant";"CASTANET-TOLOSAN"
"Estivales en Fenouillèdes";"66220";42.81950339;2.37751985;"www.arpegesenfenouilledes.fr";"Musique";"CAUDIES-DE-FENOUILLEDES"
"La Dînette";"34380";43.79331841;3.62922803;"https://bouilloncube.fr/saison-culturelle/festival-la-dinette/";"Spectacle vivant";"CAUSSE-DE-LA-SELLE"
"Volcadiva";"63400";45.77479666;3.06126818;"volcadiva.com";"Musique";"CHAMALIERES"
"Festival de Chambord";"41250";47.61602759;1.54153082;"www.chambord.org";"Musique";"CHAMBORD"
"Festival de cuivres";"37170";47.33126521;0.71680361;"www.ville-de-chambray-les-tours.fr";"Musique";"CHAMBRAY-LES-TOURS"
"Nid poule festival";"01290";46.26336344;4.84621319;"chaudcommelabresse.jimdofree.com";"Musique";"GRIEGES"
"Freaks Pop Festival";"49330";47.68417129;-0.4959304;"https://freakspopfestival.fr/";"Musique";"CHAMPIGNE"
"Retour vers le futur";"36000";46.80296178;1.69399812;"https://www.equinoxe-chateauroux.fr/festival-retours-vers-le-futur-edition-2021/";"Cinéma";"CHATEAUROUX"
"Chatel blues";"86100";46.81567002;0.55259898;"http://www.facebook.com/pb86100/";"Musique";"CHATELLERAULT"
"Festival du Val d Aulnay";"92290";48.76816902;2.26282599;"non renseigne";"Musique";"CHATENAY-MALABRY"
"Festival de la BD de Civrieux d Azergues";"69380";45.85495328;4.71130996;"http://opalebd.com/festivals/details/852";"Livre";"CIVRIEUX_D_AZERGUES"
"Mars Planète Danse";"16100";45.69623266;-0.33507942;"http://www.avantscene.com";"Spectacle vivant";"COGNAC"
"D ailleurs et Dici";"68000";48.10994058;7.3846869;"dailleursdici.com";"Spectacle vivant";"COLMAR"
"Les Avant-premières de Cosne-sur-Loire";"58200";47.40290994;2.94284104;"http://www.traitdunion58.fr";"Cinéma";"COSNE-COURS-SUR-LOIRE"
"Ligat festival";"11190";42.93521993;2.27047605;"www.ligat-festival.fr";"Musique";"COUIZA"
"Salon du livre fantasy en Beaujolais";"71680";46.24107186;4.78718292;"https://fantasyenbeaujolais.wordpress.com/";"Livre";"CRECHES-SUR-SAONE"
"Les Jeudis de musiqueS à Crozon";"29160";48.24497154;-4.49170348;"www.musiquesacrozon.org";"Musique";"CROZON"
"Festival International de Musique de Dinard";"35800";48.62418059;-2.06198286;"https://www.festival-music-dinard.com/";"Musique";"DINARD"
"Festival de musique classique du château de Dio";"34650";43.6690497;3.22101697;"https://festivalchateaudedio.com/";"Musique";"DIO-ET-VALQUIERES"
"Les Printemps sonores";"95120";48.98824217;2.25662444;"non renseigne";"Musique";"ERMONT"
"Branche & Ciné";"77300";48.40668565;2.68031396;"https://branche-et-cine.onf.fr/";"Cinéma";"FONTAINEBLEAU"
"Histoire de lire";"05000";44.57986006;6.06486052;"www.mediatheque-gap.fr";"Livre";"GAP"
"Tout Court ! festival du court-métrage de Gisors";"27140";49.27867237;1.7687665;"http://toutcourtfestival.fr";"Cinéma";"GISORS"
"Festival 123musique";"33170";44.77094112;-0.61613768;"http://grandpiano.fr/";"Musique";"GRADIGNAN"
"La Parade des 5 Sens";"40300";43.51605369;-1.13714326;"http://fr-fr.facebook.com/LaParadeDes5Sens/";"Spectacle vivant";"HASTINGUES"
"Les beaux dimanches du Mont-Noir";"59190";50.72629671;2.53864301;"https://www.csehazebrouck.fr/agenda/les-beaux-dimanches-du-mont-noir/";"Spectacle vivant";"HAZEBROUCK"
"Format";"07380";44.6298204;4.2381514;"non renseigne";"Spectacle vivant";"JAUJAC"
"Contrechamps";"78820";48.99991735;1.84036603;"www.lassociationcontrechamps.fr";"Cinéma";"JUZIERS"
"Festival international de sculpture Camille Claudel";"88250";48.01850025;6.92615548;"www.festival-sculpture.fr";"Arts visuels";"LA_BRESSE"
"La Route des Contes";"78170";48.84694871;2.13519126;"www.culture-lacellesaintcloud.fr";"Spectacle vivant";"LA_CELLE-SAINT-CLOUD"
"La chanson belle et rebelle";"36170";46.40976297;1.38754318;"https://www.festiv-en-marche.com/";"Musique";"LA_CHATRE-LANGLIN"
"Salon du livre";"83420";43.61362867;5.30698257;"mjclacroixvalmer.com";"Livre";"LA_CROIX-VALMER"
"Les utopistes";"69170";46.22278356;4.51394181;"non renseigne";"Spectacle vivant";"LYON"
"Les Rendez Vous de St Lyphard";"72400";48.18425606;0.63469481;"www.tombesdelalune.com";"Spectacle vivant";"LA_FERTE-BERNARD"
"La londe jazz festival";"83250";43.16892134;6.24285151;"www.lalondejazzfestival.com";"Musique";"LA_LONDE-LES-MAURES"
"Festival Millésime";"33190";44.58609045;-0.0423704;"http://www.facebook.com/millesimefestival/";"Musique";"LA_REOLE"
"Festival de Lacoste";"34800";43.8257421;5.26592272;"www.festivaldelacoste.com";"Musique";"LACOSTE"
"Festival de la mer";"29840";48.53439907;-4.72936032;"Www.festivaldelamer.com";"Musique";"LANDUNVEZ"
"Quai 9 à Kerhervy";"56600";47.76919243;-3.32648318;"https://quai9.bzh/";"Spectacle vivant";"LANESTER"
"Estival des Hallebardiers";"52200";47.85915448;5.33880467;"http://cie.hallebardiers.free.fr";"Spectacle vivant";"LANGRES"
"Film Judiciaire de Laval";"53000";48.06085655;-0.76600569;"www.atmospheres53.org";"Cinéma";"LAVAL"
"Regards sur rue";"83200";43.18249184;5.94565392;"https://www.le-pole.fr/festival-regards-sur-rue-2";"Spectacle vivant";"LE_REVEST-LES-EAUX"
"Tribus Libres";"33125";44.44938191;-0.60049989;"http://ensemble-animonsnous.fr/";"Musique";"LE_TUZAN"
"Buco Liques";"62850";50.79627987;1.93487688;"http://guide-festivals.eu/2012-bucolicques-14334.html";"Musique";"LICQUES"
"9e L Yeu";"85350";46.70935148;-2.34712702;"https://www.bd-ile-yeu.fr/";"Livre";"L_ILE-D_YEU"
"Terre de Mixes";"91470";48.64654323;2.08125664;"www.mjclimours.fr";"Musique";"LIMOURS"
"Limoux Brass Festival";"11300";43.04992933;2.23958811;"www.limouxbrass.fr";"Musique";"LIMOUX"
"Percu sud académie et festival de percussions";"11300";43.04992933;2.23958811;"https://www.helloasso.com/associations/percu-sud/adhesions/inscriptions-percu-sud-2020";"Musique";"LIMOUX"
"Itinéraires Graphiques";"56100";47.75004869;-3.37823201;"www.lorient.bzh";"Arts visuels";"LORIENT"
"Le mois thérapeutique";"71500";46.63518835;5.23839293;"non renseigne";"Spectacle vivant";"LOUHANS"
"Festi nize";"24130";43.70897853;3.20607492;"https://www.francebleu.fr/emissions/la-nouvelle-scene-live-france-bleu-herault/herault/la-nouvelle-scene-live-france-bleu-herault-47";"Musique";"LUNAS"
"Luzygomatique";"58170";46.796593;3.99922729;"non renseigne";"Spectacle vivant";"LUZY"
"La Belle Virée";"72270";47.81255443;-0.08745431;"non renseigne";"Spectacle vivant";"MALICORNE-SUR-SARTHE"
"Contentpourien";"78711";48.97479394;1.71205572;"www.contentpourien.fr";"Musique";"MANTES-LA-VILLE"
"Contes et Légendes";"59700";50.67533486;3.10093584;"www.marcq-en-baroeul.org";"Spectacle vivant";"MARCQ-EN-BARŒUL"
"Salon du Livre de Marmande";"47200";44.50551768;0.17217428;"https://www.salondulivre-marmande.fr";"Livre";"MARMANDE"
"D’la Scène à la Rue";"24310";45.18204426;0.65148092;"http://www.festi-plage.fr/";"Musique";"MARSAC-SUR-L_ISLE"
"Festiv Ain";"01580";46.25653194;5.53958934;"https://www.concert-festivain.com/";"Musique";"MATAFELON-GRANGES"
"Jazz à Megève";"74120";45.84015736;6.62348394;"https://www.jazzamegeve.com";"Musique";"MEGEVE"
"Festoch  Viens Chercher Bonheur";"49490";47.50701642;0.10970668;"www.vienschercherbonheur.com";"Musique";"MEIGNE-LE-VICOMTE"
"Sémaphore - Festival de la Parole Poétique";"29350";47.8061077;-3.64546918;"https://maisondelapoesie-quimperle.fr/";"Livre";"MOELAN-SUR-MER"
"Les Rencontres du cinéma documentaire";"28500";48.86331751;2.44816212;"https://www.peripherie.asso.fr";"Cinéma";"MONTREUIL"
"Looping Festival";"28500";48.86331751;2.44816212;"non renseigne";"Musique";"MONTREUIL"
"Renc Art au Méliès";"28500";48.86331751;2.44816212;"rencart93100@gmail.com";"Cinéma";"MONTREUIL"
"Les Originales";"29600";48.59967466;-3.8205202;"festival-lesoriginales.fr";"Musique";"MORLAIX"
"Contes aux 4vents";"54113";48.6018097;5.89684876;"Neant";"Spectacle vivant";"MOUTROT"
"Festival du film de Muret";"31600";43.44910778;1.30784679;"www.festivaldufilmdemuret.fr";"Cinéma";"MURET"
"12000 Signes";"54000";48.69019955;6.17588254;"http://lesfruitsduhasard.com / site de la Cie porteuse du festival";"Livre";"NANCY"
"Territoire";"54000";48.69019955;6.17588254;"non renseigne";"Arts visuels";"NANCY"
"Paris Summer Jam";"92000";48.89607013;2.20671346;"https://www.livenation.fr/";"Musique";"NANTERRE"
"Salon du livre de Nantua";"01130";46.15378454;5.61352794;"https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/2252";"Livre";"NANTUA"
"Festival de Néoules";"83136";43.2945311;6.02592739;"https://www.festival-de-neoules.fr/";"Musique";"NEOULES"
"Riboul’Dingue";"72600";48.38756241;0.24518326;"https://www.instagram.com/ribouldinguefestival/?hl=fr";"Pluridisciplinaire";"NEUFCHATEL-EN-SAOSNOIS"
"La Route du Sirque";"87800";45.67497324;1.18567879;"http://lesirque.com/";"Spectacle vivant";"NEXON"
"Festival Impulsions";"79000";46.32826024;-0.46535302;"http://www.impulsionsfemmes.fr/";"Spectacle vivant";"NIORT"
"Festival des Chemins de Traverses";"93160";48.83618254;2.56443737;"https://www.espacemichelsimon.fr/le-festival";"Spectacle vivant";"NOISY-LE-GRAND"
"Free Sons à Orlienas";"69530";45.66097056;4.7207632;"http://freesons-orlienas.jimdo.com";"Musique";"ORLIENAS"
"Danse Dense #lefestival";"93500";48.89830939;2.40872147;"www.dansedense.com";"Spectacle vivant";"PANTIN"
"Biennale de l Image Tangible";"75020";48.8567;2.3508;"non renseigne";"Arts visuels";"PARIS"
"Biennale des photographes du 15ème";"75015";48.8567;2.3508;"non renseigne";"Arts visuels";"PARIS"
"Festival du Cinéma Israélien";"75016";48.8567;2.3508;"https://www.festivalcineisraelien.com";"Cinéma";"PARIS"
"Festival du Féminin";"75019";48.8567;2.3508;"non renseigne";"Pluridisciplinaire";"PARIS"
"Festival du Film d Asie du Sud Transgressif - FFAST";"75002";48.8567;2.3508;"non renseigne";"Cinéma";"PARIS"
"Swingin Paris";"75009";48.87689616;2.33746024;"https://www.swingin-paris.com/";"Spectacle vivant";"PARIS"
"Tremble Parlure";"75020";48.8567;2.3508;"non renseigne";"Livre";"PARIS"
"Notes en Vert";"41100";46.15745514;-1.08886085;"http://www.mondomelodie.com/";"Musique";"PERIGNY"
"Festival Ôrizons";"24000";45.19187049;0.71182555;"http://festival-orizons.fr/";"Pluridisciplinaire";"PERIGUEUX"
"Festi Veyle";"01380";46.27540056;4.96757105;"https://www.festiveyle.fr/";"Musique";"SAINT-CYR-SUR-MENTHON"
"L’art est dans le pré";"89450";47.43267848;3.79104637;"Faramine.com";"Spectacle vivant";"PIERRE-PERTHUIS"
"Festiplage";"29630";48.67756672;-3.81230793;"non renseigne";"Musique";"PLOUGASNOU"
"Un Automne autrement";"56330";47.78240131;-3.01608917;"www.tidouaralre.com";"Pluridisciplinaire";"PLUVIGNER"
"Nuits Caraïbes music festival";"97110";16.2386007;-61.53571809;"www.nuits-caraibes.com";"Musique";"POINTE-A-PITRE"
"Porto latino";"45600";42.68721301;9.28317002;"www.portolatino.fr";"Musique";"SAINT-FLORENT"
"À Corps";"86000";46.58392077;0.35994765;"http://festivalacorps.com";"Spectacle vivant";"POITIERS"
"Festivrac";"01190";46.44228645;4.92862459;"www.festivrac.com";"Musique";"PONT-DE-VAUX"
"Cornouaille";"29000";47.99714252;-4.09111944;"www.festival-cornouaille.bzh";"Musique";"QUIMPER"
"Festival Céramique de Quimper";"29000";47.99714252;-4.09111944;"quimperceramique.com";"Arts visuels";"QUIMPER"
"Festival des Chanteurs de rue et de la Foire St-Martin";"22800";48.40302182;-2.91221041;"www.festivalchanteursderuequintin.fr";"Musique";"QUINTIN"
"Cinéfilous";"35600";47.66097343;-2.08008569;"www.cinemanivel.fr";"Cinéma";"REDON"
"Interbily";"51100";48.96408921;4.3788354;"http://www.interbibly.fr/Festival";"Livre";"REIMS"
"Les Sacres du Folklore";"51100";49.25149061;4.04023023;"non renseigne";"Spectacle vivant";"REIMS"
"In Cité - Festival de street art écologique";"22110";48.22154277;-3.31179705;"https://assolafourmie.wordpress.com/";"Arts visuels";"ROSTRENEN"
"Graines de Mômes";"16440";45.58037885;0.03135503;"http://sdl16.lacharente.fr/Default/au-fil-du-conte.aspx";"Spectacle vivant";"ROULLET-SAINT-ESTEPHE"
"Anguille sous Roche";"26340";44.69509924;5.18821011;"https://www.facebook.com/FestivalDuPolarDeSaillans26AnguilleSousRoche/community/";"Livre";"SAILLANS"
"Rencontres cinématographiques des droits de l homme en Provence";"13300";43.64628852;5.0681465;"rcdhprovence.fr";"Cinéma";"SALON-DE-PROVENCE"
"Festival du Volcan du Montpeloux";"63840";45.44866968;3.92581267;"https://www.ambertlivradoisforez.fr/";"Spectacle vivant";"SAILLANT"
"Rendez-vous des bulles";"59230";50.4401001;3.44460708;"http://www.mediatheques-porteduhainaut.fr/";"Livre";"SAINT-AMAND-LES-EAUX"
"Pig halle";"38780";45.17223536;5.21609051;"http://ruehauteproductions.fr/pig-halle";"Musique";"SAINT-ANTOINE-L_ABBAYE"
"Saint-Céré dans l’art rue";"46400";44.85318277;1.89258045;"Facebook.com/saintceredanslartrue";"Spectacle vivant";"SAINT-CERE"
"Rencontres musicales";"05330";44.93464796;6.60139024;"art-montagne.fr";"Musique";"SAINT-CHAFFREY"
"Rencontres d Aubrac";"12470";44.59189356;2.9467256;"http://www.rencontres-aubrac.com/";"Livre";"SAINT-CHELY_D_AUBRAC"
"Electropicales";"11310";-20.93297082;55.44686717;"www.electropicales.com";"Musique";"SAINT-DENIS"
"Pampa Festival";"33220";44.84084284;0.2175405;"http://festivalpampa.fr/";"Spectacle vivant";"SAINTE-FOY-LA-GRANDE"
"Altamusica";"20112";41.6682904;9.06116919;"http://altamusica.org";"Musique";"SAINTE-LUCIE-DE-TALLANO"
"Merci les potes";"73130";45.31921332;6.29393152;"http://festival-mercilespotes.fr/";"Spectacle vivant";"SAINTE-MARIE-DE-CUINES"
"Le Club Éphémère";"33330";44.89999118;-0.16995511;"http://www.leclubephemere.fr";"Musique";"SAINT-EMILION"
"Le Rêve de L aborigène";"79600";46.88571472;-0.14613728;"http://www.lerevedelaborigene.org/";"Musique";"SAINT-GENEROUX"
"Mort de rire";"34430";43.57162823;3.83221848;"https://www.facebook.com/festivalmortderire/";"Spectacle vivant";"SAINT-JEAN-DE-VEDAS"
"Fête des Vendanges";"92150";48.86984791;2.21965518;"https://www.suresnes.fr/Temps-libre/Les-rendez-vous-annuels/Festival-des-Vendanges";"Spectacle vivant";"SURESNES"
"Hiver musical de Saint-Leu-la-Fôret";"95320";49.02021648;2.24676044;"www.hivermusical.org";"Musique";"SAINT-LEU-LA-FORET"
"The World Today";"66220";48.34981442;7.28574654;"http://theworldtoday.fr/";"Musique";"SAINT-MARTIN"
"Les vendredis de l enclos";"83470";43.45096764;5.85962874;"www.st-maximin.fr";"Pluridisciplinaire";"SAINT-MAXIMIN-LA-SAINTE-BAUME"
"Voix et Musiques";"85110";46.75020174;-0.97450406;"www.sitesculturels.vendee.fr";"Musique";"SAINT-PROUANT"
"Plages de danse";"56370";47.52353795;-2.75087137;"https://www.golfedumorbihan-vannesagglomeration.bzh/festivalplagesdedanse";"Spectacle vivant";"SARZEAU"
"Festival du Livre Jeunesse – Je Lis Mômes";"17600";45.67544172;-0.93672898;"https://www.facebook.com/Je-lis-momes-476777972449747/";"Livre";"SAUJON"
"Festival Zicabazac";"12740";44.42327833;2.61118351;"www.zicabazac.fr";"Musique";"SEBAZAC_CONCOURES"
"Le festival des possibles";"89100";48.1956727;3.29793333;"www.lefestivaldespossibles.org";"Cinéma";"SENS"
"Festival Fiest’A Sète";"34200";43.39177058;3.64705148;"www.fiestasete.com";"Musique";"SETE"
"Festival Baroque de Sezanne";"51120";48.7238851;3.72347512;"https://www.festivalsezanne.fr";"Musique";"SEZANNE"
"Automnale du livre";"42450";45.5417167;4.1814674;"https://www.facebook.com/events/salle-des-sports-sury-le-comtal/automnale-du-livre-sury-le-comtal/2448745868778536/";"Livre";"SURY-LE-COMTAL"
"Champs Libres";"51270";48.83224845;3.74333157;"https://www.abbayedureclus.fr/";"Spectacle vivant";"TALUS-SAINT-PRIX"
"Swamp Fest";"25220";47.28627047;6.08224495;"https://swamp-fest.com/infos-pratiques/";"Musique";"THISE"
"Les vocales de Thônes";"74230";45.88526137;6.31953221;"http://guide-festival.com/index.php5?page=festival&festi=28469";"Musique";"THONES"
"Les Ripailles";"71320";46.68265116;4.14773994;"En cours de création";"Musique";"TOULON-SUR-ARROUX"
"Fabulous festival";"31340";43.8644096;1.49043813;"https://fabulous-festival.fr/";"Musique";"VILLEMUR-SUR-TARN"
"Rue d’Tournée";"76410";49.32746278;1.0918534;"http://www.tourville-la-riviere.fr/";"Spectacle vivant";"TOURVILLE-LA-RIVIERE"
"Tango par la Côte en Côtes-d Armor";"22560";48.77077759;-3.55769239;"http://www.sha.asso.fr/";"Cinéma";"TREBEURDEN"
"Nuits de Champagne";"10000";48.29670996;4.07827968;"nuitsdechampagne.com";"Musique";"TROYES"
"Autour du Ventoux";"84110";44.24770187;5.06040782;"www.autourduventoux.com";"Musique";"VAISON-LA-ROMAINE"
